"source","title","authors","year","venue","abstract","doi","url","query_used","fusion_keywords_found","modalities_found_auto","multimodal_score","priority","screen_flag","exclusion_hint","include_decision","exclude_reason_final","notes"
"PubMed","CT-based radiomics and deep learning to predict EGFR mutation status in lung adenocarcinoma.","Xingzhi Jiang; Qian Sun; Can Wang; Wei Li; Wang Chen; Juan Xu; Lei Yu","2025","Frontiers in oncology","OBJECTIVES: Epidermal growth factor receptor (EGFR) mutation status is an essential biomarker guiding targeted therapy selection in lung adenocarcinoma. This study aimed to develop and validate a non-invasive predictive model that integrates radiomics and deep learning using CT images for accurate assessment of EGFR mutation status. METHODS: A total of 220 patients with lung adenocarcinoma were retrospectively enrolled and randomly divided into training and testing cohorts at a 7:3 ratio. Radiomics features were extracted from CT images using PyRadiomics, and deep learning features were obtained from five pretrained architectures: ResNet34, ResNet152, DenseNet121, ShuffleNet, and Vision Transformer (ViT). Feature selection used the intraclass correlation coefficient, Spearman correlation, and LASSO regression. The deep learning architectures were compared within the training set using cross-validation, and the best-performing architecture, ViT, was retained for downstream modeling. Based on the selected features, we constructed a radiomics model (Rad model), a ViT-based deep learning model (ViT model), and two fusion models (early fusion and late fusion) integrating radiomics and ViT features. Model performance was evaluated using receiver operating characteristic (ROC) curves, area under the curve (AUC), accuracy, sensitivity, specificity, precision, F1-score, and decision curve analysis (DCA). RESULTS: The fusion models outperformed both radiomics and deep learning models in predicting EGFR mutation status. In the testing set, the early fusion model achieved the highest predictive performance (AUC = 0.910), exceeding the late fusion model (AUC = 0.892), the ViT model (AUC = 0.870), and the Rad model (AUC = 0.792). It also demonstrated superior accuracy (0.848), sensitivity (0.872), and specificity (0.815). Decision curve analysis further confirmed its clinical utility. CONCLUSION: Our study demonstrated that integrating radiomics and deep learning contributed to EGFR mutation prediction, providing a non-invasive approach to support personalized treatment decisions in lung adenocarcinoma.","10.5858/arpa.2016-0579-cp","https://pubmed.ncbi.nlm.nih.gov/29106293/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","fusion","ct; omics","12","high","include_candidate","","","",""
"PubMed","Deep learning on brain metastasis for predicting EGFR genotype and EGFR-TKI therapy response in metastatic NSCLC: a multicenter study.","Shuailin You; Ying Fan; Zhiguang Yang; Chunna Yang; Yiyao Sun; Yahong Luo; Zekun Wang; Bo Sun; Wenyan Jiang","2025","Frontiers in bioengineering and biotechnology","BACKGROUND: Brain metastases are common in patients with advanced non-small cell lung cancer (NSCLC), particularly those harboring EGFR mutations, and accurate prediction of EGFR mutation status and therapeutic response is crucial for guiding targeted therapy. This study aims to conduct a deep learning (DL) approach to automatically predict epidermal growth factor receptor (EGFR) genotype and response to EGFR-tyrosine kinase inhibitor (TKI) therapy in NSCLC patients with brain metastatic tumor (BM). METHODS: For training and validating the DL models, 388 patients were enrolled from three centers between Jul. 2014 and Dec.2022 (230 from center 1, 80 from center 2 and 78 from center 3). Contrast-enhanced T1-weighted (T1CE) and T2-weighted (T2W) brain MRI images before treatment for each patient were obtained for analyses. We developed an EGFR-TKI system (ETS) for automated detection of brain metastatic (BM) lesions and to differentiate EGFR mutation status and predict response to EGFR-TKI therapy. The models underwent rigorous evaluation through receiver operating characteristic (ROC) curve analyses, where metrics such as area under the curve (AUC), sensitivity, and specificity were examined. RESULTS: For prediction of EGFR mutation status, the ETS integrating radiological-based features and clinical factors achieved AUCs of 0.842, 0.833 and 0.832 on the internal validation, external validation 1 and external validation 2 cohort, respectively. For forecasting response to EGFR-TKI therapy, the fusion model created by amalgamating MRI with clinical factors generated AUCs of 0.747, 0.726 and 0.728 on the internal validation, external validation 1, and external validation 2 cohort, respectively. CONCLUSION: The ETS may have the potential to work as a non-invasive tool for predicting EGFR mutation status and response to EGFR-TKI therapy, which holds promise as a non-invasive tool to assist clinicians in making decisions about personalized treatment strategies.","10.1016/j.tranon.2017.10.012","https://pubmed.ncbi.nlm.nih.gov/29216508/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","fusion","ct; mri; omics","14","high","include_candidate","","","",""
"PubMed","Artificial Intelligence-Enhanced Liquid Biopsy and Radiomics in Early-Stage Lung Cancer Detection: A Precision Oncology Paradigm.","Swathi Priya Cherukuri; Anmolpreet Kaur; Bipasha Goyal; Hanisha Reddy Kukunoor; Areesh Fatima Sahito; Pratyush Sachdeva; Gayathri Yerrapragada; Poonguzhali Elangovan; Mohammed Naveed Shariff; Thangeswaran Natarajan; Jayarajasekaran Janarthanan; Samuel Richard; Shakthidevi Pallikaranai Venkatesaprasath; Shiva Sankari Karuppiah; Vivek N Iyer; Scott A Helgeson; Shivaram P Arunachalam","2025","Cancers","BACKGROUND: Lung cancer remains the leading cause of cancer-related mortality globally, largely due to delayed diagnosis in its early stages. While conventional diagnostic tools like low-dose CT and tissue biopsy are routinely used, they suffer from limitations including invasiveness, radiation exposure, cost, and limited sensitivity for early-stage detection. Liquid biopsy, a minimally invasive alternative that captures circulating tumor-derived biomarkers such as ctDNA, cfRNA, and exosomes from body fluids, offers promising diagnostic potential-yet its sensitivity in early disease remains suboptimal. Recent advances in Artificial Intelligence (AI) and radiomics are poised to bridge this gap. OBJECTIVE: This review aims to explore how AI, in combination with radiomics, enhances the diagnostic capabilities of liquid biopsy for early detection of lung cancer and facilitates personalized monitoring strategies. Content Overview: We begin by outlining the molecular heterogeneity of lung cancer, emphasizing the need for earlier, more accurate detection strategies. The discussion then transitions into liquid biopsy and its key analytes, followed by an in-depth overview of AI techniques-including machine learning (e.g., SVMs, Random Forest) and deep learning models (e.g., CNNs, RNNs, GANs)-that enable robust pattern recognition across multi-omics datasets. The role of radiomics, which quantitatively extracts spatial and morphological features from imaging modalities such as CT and PET, is explored in conjunction with AI to provide an integrative, multimodal approach. This convergence supports the broader vision of precision medicine by integrating omics data, imaging, and electronic health records. DISCUSSION: The synergy between AI, liquid biopsy, and radiomics signifies a shift from traditional diagnostics toward dynamic, patient-specific decision-making. Radiomics contributes spatial information, while AI improves pattern detection and predictive modeling. Despite these advancements, challenges remain-including data standardization, limited annotated datasets, the interpretability of deep learning models, and ethical considerations. A push toward rigorous validation and multimodal AI frameworks is necessary to facilitate clinical adoption. CONCLUSION: The integration of AI with liquid biopsy and radiomics holds transformative potential for early lung cancer detection. This non-invasive, scalable, and individualized diagnostic paradigm could significantly reduce lung cancer mortality through timely and targeted interventions. As technology and regulatory pathways mature, collaborative research is crucial to standardize methodologies and translate this innovation into routine clinical practice.","10.1016/j.acra.2021.05.015","https://pubmed.ncbi.nlm.nih.gov/34175210/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal","ct; pet; pathology; omics; clinical; liquid_biopsy","20","high","manual_check","Possible review/preprint","","",""
"PubMed","Predictions of Response in Non-small Cell Lung Cancer Patients Treated with Immune Checkpoint Inhibitors Using Clinical Data, Deep Learning, and Radiomics.","Chunxiao Wang; Yuxin Li; Yang Ji; Kang Yu; Chunhui Qin; Ling Liu; Yunjia Shuai; Jiahui Chen; Ao Li; Tong Zhang","2026","Academic radiology","BACKGROUND: Determining predictive biomarkers for immunotherapy response in non-small cell lung cancer (NSCLC) patients is a complex task. OBJECTIVE: This research aimed to develop a multimodal model (CRDL) integrating clinical data, deep learning (DL), and radiomics (Rad) to predict immune responses in NSCLC patients receiving checkpoint blockade therapies. This study also evaluated whether CRDL outperforms unimodal, pre-fusion models (Pre-FMs) and post-fusion models (Post-FMs). METHODS: This is a retrospective study that utilized data from 228 lung cancer patients at the Memorial Sloan Kettering Cancer Center, with varying Programmed Death-Ligand 1(PD-L1) expression levels among the patients. 228 NSCLC patients were randomly divided into two groups in a 7:3 ratio: the training cohort (n=159) and the validation cohort (n=69). Image histological features were extracted using the ""PyRadiomics"" package, and DL features were obtained through the deep convolutional neural network from chest computed tomography images, and clinical data from the patients were also collected. Feature reduction was performed using t-tests and the Least absolute shrinkage and selection operator regression. Unimodal modal and Pre-FMs were constructed using random forests, while the post-fusion model was developed using a support vector machine approach. The performance of the model was measured by the area under the receiver operating characteristic curve (AUC). RESULTS: 512 DL features and 382 Rad features were extracted. The CRDL model demonstrated superior performance with AUC values of 0.884 in the validation dataset and 0.976 in the training dataset, surpassing the best DL model in both unimodal and pre-fusion settings, which had training and validation AUCs of 0.854 and 0.749. CONCLUSION: The CRDL model accurately forecasts immunotherapy responses in NSCLC patients, offering one dependable non-invasive test.","10.1016/j.acra.2025.09.037","https://pubmed.ncbi.nlm.nih.gov/41087235/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal; fusion","ct; clinical","9","medium","include_candidate","","","",""
"PubMed","Mapping Context-Aware Phosphosite Regulation of Protein-Protein Interactions Using Deep Learning and Pan-Cancer Proteomics.","Mingyue Cai; Yuqing Xiao; Jiani Zheng; Jincheng Shi; Jieying Wu; Xiangqian Kong; Zhongjie Liang","2025","Journal of chemical information and modeling","Phosphorylation dynamically orchestrates the protein-protein interaction (PPI) network that governs cellular signaling, and its dysregulation frequently drives malignant transformation and neurodegeneration. We present PhosPPI-SEQ, an interpretable deep learning framework to identify phosphosites that functionally regulate PPIs. The model integrates a pretrained Transformer architecture with a cross-attention mechanism for fine-tuning, achieving both high predictive accuracy and biologically meaningful attention patterns. Combining PhosPPI-SEQ with a regression model based on pan-cancer multiomics data, we map context-specific phosphosites involved in PPI regulation across six cancer types, which are validated experimentally in the context of epigenetic regulation. Notably, hyperphosphorylation of HDAC1 at S421 or S423 strengthens its binding to KDM1A and correlates with poor clinical outcomes in small-cell lung cancer (SCLC) patients. A dual inhibitor targeting class I HDAC and KDM1A exhibits superior antiproliferative effects on SCLC cells expressing HDAC1 S421 or S423 phosphomimetic mutations. Our study establishes a computational-experimental paradigm for decoding phosphosites that regulate PPIs, significantly expanding the targetable PPI landscape in a phosphosite biomarker-oriented manner.","10.1021/acs.jcim.5c01504","https://pubmed.ncbi.nlm.nih.gov/41070780/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","cross-attention","ct; omics","12","high","include_candidate","","","",""
"PubMed","IHC-DualNet: a dual-branch graph-based architecture for interpretable and precise immunohistochemistry tissue segmentation.","Zihao He; Dongyao Jia; Ziqi Li; Hong Jiang; Feng Zeng","2025","Physics in medicine and biology","Objective.Immunohistochemistry (IHC) is a cornerstone technique in oncology, where accurate tissue region segmentation is critical for diagnosis and prognosis. However, current clinical workflows rely heavily on manual annotation, which is time-consuming, subjective, and poorly reproducible. Existing automated methods often struggle to simultaneously capture global tissue context and local structural details, resulting in fragmented boundaries and unreliable segmentation of differentially expressed regions. Furthermore, their 'black-box' nature lacks interpretability, failing to align with the hierarchical reasoning processes of pathologists.Approach.To address these challenges, we propose IHC-DualNet, a novel dual-branch graph-based framework that emulates pathological reasoning. The Global Transformer Reasoning (GTR) branch leverages a newly designed IHC-GTR layer to model comprehensive tissue-wide context, while the Local Graph Attention branch focuses on capturing fine-grained local features. An Adaptive Feature Fusion (AdaFuse) module dynamically integrates these complementary representations, followed by a decoder that generates high-precision segmentation maps.Main results.IHC-DualNet demonstrates superior accuracy and robustness across three challenging IHC datasets-breast cancer (HER2), esophageal cancer (PCNA), and lung cancer (IL-24)-achieving, for example, 93.88% Dice, 90.26% Intersection over Union, 92.17% Recall, and 95.59% Accuracy on the breast cancer dataset.Significance.IHC-DualNet advances the state of the art in automated IHC analysis by providing a more accurate, robust, and interpretable segmentation framework, thereby enabling more reliable tumor grading and patient stratification.","10.1088/1361-6560/ae1182","https://pubmed.ncbi.nlm.nih.gov/41067276/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","fusion","ct; pathology","12","high","include_candidate","","","",""
"PubMed","Metagenomic fingerprints in bronchoalveolar lavage differentiate pulmonary diseases.","Dongsheng Han; Chang Liu; Bin Yang; Fei Yu; Huifang Liu; Bin Lou; Yifei Shen; Hui Tang; Hua Zhou; Shufa Zheng; Yu Chen","2025","NPJ digital medicine","Recent advances in unbiased metagenomic next-generation sequencing (mNGS) enable simultaneous examination of microbial and host genetic material. We developed a multimodal machine learning-based diagnostic approach to differentiate lung cancer and pulmonary infections by analyzing 402 bronchoalveolar lavage fluid (BALF) mNGS datasets, including lung cancer (n = 123), bacterial infections (n = 114), fungal infections (n = 79), and pulmonary tuberculosis (n = 86). The training cohort revealed differences in microbial profiles, bacteriophage abundance, host gene and transposable element expression, immune cell composition, and tumor fraction derived from copy number variation (CNV). The integrated model (Model VI) achieved an AUC of 0.937 (95% CI, 0.910-0.964) in the training cohort and 0.847 (95% CI, 0.776-0.918) in the test cohort. A rule-in/rule-out strategy further improved accuracy in differentiating lung cancer from tuberculosis (accuracy = 0.896), fungal (accuracy = 0.915), and bacterial (accuracy = 0.907) infections. These findings highlight the potential of mNGS-based multimodal analysis as a cost-effective tool for early and accurate differential diagnosis.","10.1093/bioinformatics/btab039","https://pubmed.ncbi.nlm.nih.gov/33523131/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal","ct; omics","12","high","include_candidate","","","",""
"PubMed","Machine learning-assisted classification of lung cancer: the role of sarcopenia, inflammatory biomarkers, and PET/CT anatomical-metabolic parameters.","Handan Tanyildizi-Kokkulunk; Goksel Alcin; Iffet Cavdar; Resit Akyel; Safak Yigit; Tuba Ciftci-Kusbeci; Gonul Caliskan","2026","Physical and engineering sciences in medicine","Accurate differentiation between non-cancerous, benign, and malignant lung cancer remains a diagnostic challenge due to overlapping clinical and imaging characteristics. This study proposes a multimodal machine learning (ML) framework integrating positron emission tomography/computed tomography (PET/CT) anatomic-metabolic parameters, sarcopenia markers, and inflammatory biomarkers to enhance classification performance in lung cancer. A retrospective dataset of 222 patients was analyzed, including demographic variables, functional and morphometric sarcopenia indices, hematological inflammation markers, and PET/CT derived parameters such as maximum and mean standardized uptake value (SUVmax, SUVmean), metabolic tumor volume (MTV), total lesion glycolysis (TLG). Five ML algorithms-Logistic Regression, Multi-Layer Perceptron, Support Vector Machine, Extreme Gradient Boosting, and Random Forest-were evaluated using standardized performance metrics. Synthetic Minority Oversampling Technique was applied to balance class distributions. Feature importance analysis was conducted using the optimal model, and classification was repeated using the top 15 features. Among the models, Random Forest demonstrated superior predictive performance with a test accuracy of 96%, precision, recall, and F1-score of 0.96, and an average AUC of 0.99. Feature importance analysis revealed SUVmax, SUVmean, total lesion glycolysis, and skeletal muscle index as leading predictors. A secondary classification using only the top 15 features yielded even higher test accuracy (97%). These findings underscore the potential of integrating metabolic imaging, physical function, and biochemical inflammation markers in a non-invasive ML-based diagnostic pipeline. The proposed framework demonstrates high accuracy and generalizability and may serve as an effective clinical decision support tool in early lung cancer diagnosis and risk stratification.","10.1023/a:1010933404324","https://pubmed.ncbi.nlm.nih.gov/31619949/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal","ct; pet","12","high","include_candidate","","","",""
"PubMed","Pathomics-based machine learning models for optimizing LungPro navigational bronchoscopy in peripheral lung lesion diagnosis: a retrospective study.","Feng Ying; Ya Bao; Xiaoyu Ma; Yiwen Tan; Shengjin Li","2025","Biomedical engineering online","OBJECTIVES: To construct a pathomics-based machine learning model to enhance the diagnostic efficacy of LungPro navigational bronchoscopy for peripheral pulmonary lesions and to optimize the management strategy for LungPro-diagnosed negative lesions. METHODS: Clinical data and hematoxylin and eosin (H&E)-stained whole slide images (WSIs) were collected from 144 consecutive patients undergoing LungPro virtual bronchoscopy at a single institution between January 2022 and December 2023. Patients were stratified into diagnosis-positive and diagnosis-negative cohorts based on histopathological or etiological confirmation. An artificial intelligence (AI) model was developed and validated using 94 diagnosis-positive cases. Logistic regression (LR) identified associations between clinical/imaging characteristics and malignant pulmonary lesion risk factors. We implemented a convolutional neural network (CNN) with weakly supervised learning to extract image-level features, followed by multiple instance learning (MIL) for patient-level feature aggregation. Multiple machine learning (ML) algorithms were applied to model the extracted features. A multimodal diagnostic framework integrating clinical, imaging, and pathomics data were subsequently developed and evaluated on 50 LungPro-negative patients to assess the framework's diagnostic performance and predictive validity. RESULTS: Univariable and multivariable logistic regression analyses identified that age, lesion boundary and mean computed tomography (CT) attenuation were independent risk factors for malignant peripheral pulmonary lesions (P < 0.05). A histopathological model using a MIL fusion strategy showed strong diagnostic performance for lung cancer, with area under the curve (AUC) values of 0.792 (95% CI 0.680-0.903) in the training cohort and 0.777 (95% CI 0.531-1.000) in the test cohort. Combining predictive clinical features with pathological characteristics enhanced diagnostic yield for peripheral pulmonary lesions to 0.848 (95% CI 0.6945-1.0000). In patients with initially negative LungPro biopsy results, the model identified 20 of 28 malignant lesions (sensitivity: 71.43%) and 15 of 22 benign lesions (specificity: 68.18%). Class activation mapping (CAM) validated the model by highlighting key malignant features, including conspicuous nucleoli and nuclear atypia. CONCLUSIONS: The fusion diagnostic model that incorporates clinical and pathomic features markedly enhances the diagnostic accuracy of LungPro in this retrospective cohort. This model aids in the detection of subtle malignant characteristics, thereby offering evidence to support precise and targeted therapeutic interventions for lesions that LungPro classifies as negative in clinical settings.","10.1177/15353702221126560","https://pubmed.ncbi.nlm.nih.gov/36281799/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal; fusion","ct; pathology; clinical","14","high","include_candidate","","","",""
"PubMed","Predicting Immunotherapy-Induced Pneumonitis Based on Chest CT and Non-Imaging Data.","Qing Lyu; Hongyu Yuan; Zhen Lin; Janardhana Ponnatapura; Christopher T Whitlow","2025","Cancers","Background/Objectives: Immune checkpoint inhibitors (ICIs) have been extensively used for the treatment of non-small cell lung cancer patients in recent years, providing a significant survival benefit. However, a major drawback of ICI-related immunotherapy is the risk of developing post-surgical pneumonitis. Methods: In this study, we propose a deep learning-embedded, multi-modality prediction approach to assess whether patients will develop ICI-pneumonitis after receiving ICI-based immunotherapy. This approach utilizes multi-modal data, including clinical data and pre-treatment lung screening computed tomography (CT) images. We extracted three types of features: (1) deep learning features from CT scans using a pre-trained vision transformer; (2) radiomic features from CT scans using pre-defined radiomic algorithms; (3) clinical features from patients' electronic health records. We then compared ten machine learning algorithms for prediction based on these extracted features. Results: Our experiments demonstrated that using all three types of features leads to the best prediction result, with a prediction accuracy rate of 0.823 and an area under the receiver operating characteristic curve of 0.895. Conclusion: Multimodal approaches can result in superior prediction results compared to single modality approaches. This study demonstrates the feasibility of developing machine learning algorithms to accurately predict ICI-pneumonitis and contributes to the early identification of patients who are at a higher risk of developing pneumonitis.","10.1158/0008-5472.can-17-0339","https://pubmed.ncbi.nlm.nih.gov/29092951/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal; multi-modal","ct; clinical","9","medium","include_candidate","","","",""
"PubMed","Deep Learning-Driven Multimodal Integration of miRNA and Radiomic for Lung Cancer Diagnosis.","Yuanyuan Chen; Dikang Chen; Xiaohui Liu; Hui Jiang; Xuemei Wang","2025","Biosensors","Lung cancer remains one of the most common and deadly malignancies worldwide. Current diagnosis and staging primarily rely on biopsy techniques, which fail to comprehensively characterize the molecular profiles and tumor microenvironment. Current studies demonstrate the promising performance (AUC = 82%) of miRNA-based predictive models, but exclusive reliance on miRNA signatures is limited by incomplete capture of tumor heterogeneity. Integrating imaging and genomic data can further enhance model accuracy, with functional nanomaterials serving as core advanced biosensing platforms to bridge miRNA sensing and radiomic fusion. Consequently, integrating imaging and genomic data can further enhance model accuracy. Recent research employing DenseNet architecture for the multimodal fusion of miRNA and radiomic features achieved an AUC of 0.98 with 85.7% sensitivity. This review summarizes advances in miRNA biomarkers, deep learning-driven radiogenomics, and critical roles of functional nanomaterials in biosensing-enabled multimodal integration, along with challenges and future directions for clinical translation.","10.48550/arxiv.2401.09638","https://pubmed.ncbi.nlm.nih.gov/36747153/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal; fusion","ct; pathology; omics","17","high","manual_check","Possible review/preprint","","",""
